NecropDateDt,NecropDate,DeadDateDt,DeadDate,Date1stHeardDt,Date1stHeard,AgeCarcass,BestDead,AnimalYear,Recorder,Herd,Animal_ID,Sex,Age,AgeEstMethod,GPS_CollarSerialNo_Date_FK,CollarSN,VHF_freq,Location,InvestReason,UTM_E,UTM_N,ElevDEM,CarcassCon,Cause_Mort,CausMortAcc,ConditionNotes,Evidence,Comments,CauseMortRevised,RevisionReason,PhotoTaken,Houndsmen,RumenIntact,TracksFound,ScatFound,DragMarks,Latrine,Femur,Tooth,Mandible,Skull,LionID,KillLocUsingGPSData,LionClusterID
12-Mar-07,20070312,,,12-Mar-07,20070312,14,20070301,2006,M_Kiner,Wheeler Ridge,M21,Female,1,Horn Rings,,,,"Wells Canyon, lying on snow, 40 deg slope, talus, just away from pinyon forest, 250 m from ram mortality, 159.346",,353500,4144848,2434,Consumed,Unknown,,only skull cap remained - fully consumed,"lion in area; near other sheep mortality, no remains to evaluate: Possible kill, possibly by #94","kill found by random chance - searching for ram mortality on S18; daughter of S26, identified by stunted horn growth per Dennis Jensen",,,N,N,,,,,,N,,N,N,,N,
09-Feb-07,20070209,06-Feb-07,20070206,07-Feb-07,20070207,3,20070206,2006,M_Kiner,Wheeler Ridge,S36,Male,11,,,43086,159.310,"lion kill on south facing slope. Talus, sage, rabbit brush, juniper",,352540,4144894,2684,Consumed,Lion,Certain,,"lion track found, fresh lion scat found",,,,Y,N,N,Y,Y,N,,Y,,Y,Y,,N,
08-Jan-07,,,,08-Jan-07,20070108,,20070108,2006,,Wheeler Ridge,S3,Female,14,,,10273,159.255,Bench south of Tamarack Lakes,,348600,4141500,3598,,Unknown,,,,aerial location from mortality signal.  Collar never recovered; UTMs estimated from description,,,,,,,,,,,,,,,,
30-Dec-06,20061230,30-Dec-06,20061230,,,,20061230,2006,A_Few,Wheeler Ridge,S29,Male,7,,,31577160.557,160.557,,,,,,,Censor,,,,"censored--Last heard 11/30/06, censored 1/7/10--unknown cause added by AF 12/06/2011",,,,,,,,,,,,,,,,
14-Dec-06,20061214,13-Apr-06,20060413,05-Dec-06,20061205,0,20060413,2005,D_German,White Mountains,D31,Male,,,41858160.665_20051207,,160.665G,"Falls Canyon, near creek bed",,378785,4177762,1926,Intact,Lion,Possible,"carcass in one place, longbones intact, ribs partially eaten","Puncture wound on jaw, becky looked at them",Collar stopped taking fixes on 10/13/06,,,,,,,,,,Y,,Y,Y,,,
30-Nov-06,20061130,21-Aug-06,20060821,21-Aug-06,20060821,100,20060821,2006,T_Stephenson,Wheeler Ridge,S5,Female,8,Horn Rings,,26620159.437,159.437,west hillside in barf cyn. Seen Alive 5/13/06 - Heard Alive 8/7/06,,350478,4138949,2735,Scavenged,Physical Injury,Probable,does not seem to be predation- there is a puncture on her right side and she was laying on a broken limb which had penetrated her hide,"puncture wound in side, no scavenging by medium or large size scavengers - i.e. hide intact and no broken bones.",,,,Y,N,N,N,N,N,,N,,Y,Y,,N,
16-Nov-06,20061116,,,31-Oct-06,20061031,0,20061031,2006,D_German,White Mountains,D33,Male,,,41858160.638_20051207,,160.638G,"Rocky outcrop, bedsite on hill with open terrain",,390289,4152821,2854,,Unknown,,,Collar Dropped,,,,,,,,,,,,,,,,,
14-Sep-06,20060914,,,17-Jul-06,20060717,0,20060717,2006,S_Morano,White Mountains,D14,Male,,,,26475,159.375,Talus slope near top of Marble Canyon,,380837,4184514,3936,Scavenged,Unknown,,only skeleton remained,"Didn't look like lion, or rock fall.",,,,Y,,,,,,,,,,,,,
31-Aug-06,20060831,,,22-Jun-06,20060622,0,20060622,2006,S_Morano,White Mountains,D29,Female,,,,38683159.116,159.116,Mid- slope along rock band.,,381640,4178875,3454,Intact,Lion,Certain,"Puncture wounds in neck, most of body intact except for internal organs","Puncture wounds, not scavanged, no coyotes ect.",,,,N,N,,,,,,,,,,,,
29-Aug-06,20060829,,,29-Aug-06,20060829,0,20060829,2006,L_Greene,White Mountains,N4,Male,5,Horn Rings,,,,high meadow,,380954,4183752,3922,Scavenged,Unknown,,,possible lion kill - teeth marks on skull,possible lion kill - teeth marks on skull,,,Y,N,,,,,,,,Y,,,,
29-Aug-06,20060829,,,02-Jun-06,20060602,90,20060602,2006,S_Morano,White Mountains,D40,Female,6,Horn Rings,,41862159.750,159.750,"steep walled drainage in Marble Canyon on a rock next to the creek, near large cave in granite (den?)",,376945,4183316,2303,Consumed,Lion,Certain,,"skull damaged, dense vegetation all round, so if it fell, it would have hung up in vegetation above",rough hike - lots of roses and stinging nettles,,,N,N,N,N,N,N,,N,,N,N,,N,
01-Jul-06,20060701,,,07-Jun-06,20060607,28,20060607,2006,J_Villepique,Silver Canyon,D4,Female,,,,35531159.514,159.514,"Under pinyon, partly buried. 1.5km N of Silver Canyon Rd on ridge S of ""Downgrade Canyon""",,390105,4141754,2318,Consumed,Lion,Certain,"All consumed; 4 legs, spine in 1 pile","Punctures on mandible, skull- near orbits consistent with lion. Femurs cracked open, rumen content, legs (all 4) not dispersed.","Rumen content in one consolidated pile, though rumen tissue appeared missing (maybe rodent or bird ate rumen tissue). Becky reviewed evidence and concurs.",,,Y,N,N,N,N,N,,Y,,Y,Y,,N,
30-May-06,20060530,,,19-May-06,20060519,0,20060519,2006,B_Haverstock,White Mountains,D39,Female,,,,41862159.780,159.780,In bed of steep drainage,,374759,4185900,2062,Consumed,Lion,Possible,,"injured animal, location of body, skull fractured from havy blow",,,,N,N,,,,,,,,,,,,
04-May-06,20060504,,,19-Apr-06,20060419,30,20060419,2005,A_Ellsworth,White Mountains,D27,Female,,,,38683159.160,159.160,Towards the bottom of a steep N facing slope in sagebrush habitat,,385197,4184953,2968,Consumed,Unknown,,,,,,,Y,N,,,,,,N,,Y,Y,,N,
27-Apr-06,20060427,,,,,1,20060426,2005,J_Ostergard,Wheeler Ridge,M17,Female,,,,,,1 mile up Levergate canyon on south facing slopes; pine trees,,353331,4144631,2424,Intact,Lion,Certain,"Rib cage on one side eaten, otherwise carcass is intact",Ostergard and Kiner witness adult female lion and kitten leaving kill site. Lion throat tear on ewe.,,,,Y,Y,Y,Y,N,Y,,Y,,Y,Y,94,Y,
27-Apr-06,20060427,,,,,1,20060426,2005,J_Ostergard,Wheeler Ridge,M16,Unknown,0,Size of Remains,,,,1 mile up Levergate Canyon on South facing slopes; pine trees.,,353331,4144631,2424,Consumed,Lion,Certain,"Only head, skin and legs remained",Ostergard and Kiner witnessed adult female lion and kitten leaving kill site. Lion throat tear on ewe.,,,,Y,Y,Y,Y,N,Y,,Y,,Y,Y,94,Y,
17-Apr-06,20060417,,,23-Mar-06,20060323,27,20060323,2005,A_Ellsworth,White Mountains,D19,Female,,,,15883,159.360,"Near stream under thick willow, birch stand.",,377401,,,Scavenged,Unknown,,"All meat gone, but bones present","Animal was dead for too long to determine cause, location would suggest possible lion, but no puncture wounds were found, not cashed, and no lion tracks present.",,,,N,N,,N,N,N,,,,,,,,
17-Apr-06,20060417,15-Apr-06,20060415,15-Apr-06,20060415,2,20060415,2005,C_Schroeder,Wheeler Ridge,S1,Female,11,,,31577160.578,160.578,Upper tailings pond; Pine Creek,,350281,4136835,2305,Consumed,Lion,Certain,80% consumed,Canine punctures back of neck; drag marks; hair plucked; carcass was partially buried/cached,,,,Y,Y,Y,Y,,Y,,Y,,,Y,,,
16-Apr-06,20060416,16-Apr-06,20060416,,,,20060416,2005,A_Few,Sawmill Canyon,S58,Male,2,,,,,,,,,,,Censor,,,,"censored--last heard 3/16/06, censored 1/8/2010--unknown cause added by AF 12/06/2011",,,,,,,,,,,,,,,,
07-Mar-06,20060307,,,,,1,20060307,2005,A_Ellsworth,White Mountains,D36,Male,,,,,,Capture euthanized,,,,,,Capture,Certain,,Animal was sent to SanBernadino for necropsy.  Possible signs of pneumonia.,Animal was sent to SanBernadino for necropsy.  Possible signs of pneumonia.,,,,,,,,,,,,,,,,
14-Feb-06,20060214,20-Jan-06,20060120,20-Jan-06,20060120,45,20060120,2005,C_Schroeder,Mt. Warren,S67,Female,11,,T5H-1171_20050503,38683160.805,160.805,200m ravine W of Mt. Warren,,304771,4205906,3533,Consumed,Coyote,Probable,"Femur marrow in excellent condition-- white, waxy","Ewe was proably in good condition (based on femur fat); no visible sign of avalance, rock falls, etc. Although couldn't rule out out disease before scavenging.",GPS collar S/N T5H-1171 GPS freq 159.474. GPS was on low battery signal when found.,,,Y,N,,Y,Y,,,Y,,N,N,,,
13-Feb-06,20060213,,,,,0,20060213,2005,C_Schroeder,Wheeler Ridge,M4,Male,10,Horn Rings,,,,North ridge of Levergate Canyon,,354119,4144137,2190,Consumed,Lion,Probable,,"Location of kill, tooth puncture in skull below eye orbital, tooth/claw punctures in hide",Adult ewe.  The age of the carcass was less than 1 year according to Jeff Ostergard,,,Y,Y,Y,Y,Y,N,,N,,Y,Y,,N,
04-Feb-06,20060204,03-Feb-06,20060203,03-Feb-06,20060203,1,20060203,2005,B_Pierce,Mt. Langley,S54,Female,3,,,38683160.735,160.735,Just below Millano Swath in Diaz Creek,,396278,4044141,2161,Consumed,Lion,Certain,"ribs eaten, organs gone","Tracks headed to kill, drag mark, buried, side of animal opened, rumen intact","Female track, no sign of young. Jeff measured 1mm rump fat.",,,N,Y,Y,Y,N,Y,,N,,Y,Y,,,
19-Sep-05,20050919,17-Sep-05,20050917,,,2,20050917,2005,T_Stephenson,Silver Canyon,N3,Female,0,Size of Remains,,,,Just below narrow in bottom of canyon adjacent to stream,,,,,Intact,Disease,Probable,,Numerous sick lambs observed in area earlier in summer,Quick necropsy done; lungs too autolyzed to diagnose cause as pneumonia but section of lung collected and placed in formalin for histology,,,N,N,,,,,,N,,N,N,,,
05-Jun-05,20050605,,,15-Apr-05,20050415,0,20050415,2004,,Sawmill Canyon,S33,Male,11,,,553898,159.670,,,,,,,Unknown,,,,--unknown cause added by AF 12/06/2011,,,,,,,,,,,,,,,,
29-Apr-05,20050429,02-Apr-05,20050402,,,27,20050402,2004,M_Cahn,Wheeler Ridge,M13,Female,4,Horn Rings,,,,"Wells Canyon cached under willows, just upslope form creek, carcass mostly consumed, no visible drag marks to site",,354172,4144833,1983,Consumed,Lion,Probable,"not much left, skull cap and horns and lower jaw, lots of hair, but rest has been consumed","coincides with GPS coordinates from 159.805 (Wheeler Ridge Male), cached, mostly consumed",Marrow from tibia red and gelatenous; skull and leg bone collected,,,,,,,,,,Y,,Y,Y,85,Y,
18-Apr-05,20050418,01-Apr-05,20050401,15-Apr-05,20050415,,20050401,2004,C_Schroder,Mt. Warren,S43,Male,9,,c600-220_20040504,35531159.665,159.665,North side of Burro Lake,,299207,4212072,3254,scavenged,starvation,possible,,"Location, (no food around) large scale movement from sheperd crest to Burro Lake probably seeking food, although predation by coyotes could not be ruled out since we found sign from coyotes at carcass site.  Most likely malnutrition or starvation.","100% consumed, scavenged by coyotes and birds",,,,,,,,,,Y,,N,Y,,,
04-Apr-05,20050404,,,,,0,20050404,2004,J_Ostergard,Wheeler Ridge,M11,Unknown,0,Size of Remains,,,,Under Pine tree; scattered,,353974,4145528,2268,Consumed,Lion,Probable,Scattered; hair pile; 1 foot is all I found,GPS cluster,"Not much left; Maya found dead ram not far from this… older ram, maybe last year?",,,Y,Y,,,,,,Y,,,,85,Y,
01-Apr-05,20050401,,,,,0,20050401,2004,J_Ostergard,Wheeler Ridge,M10,Unknown,0,Size of Remains,,,,"High up toward Ainsley; Mt Mahogany, timber pine, pinyon pine, cedar trees",,353983,4148868,2122,Consumed,Lion,Probable,Bone pile,GPS cluster,,,,N,Y,,,Y,,,Y,,N,Y,85,Y,
31-Mar-05,20050331,30-Mar-05,20050330,,,1,20050330,2004,J_Davis,Mt. Baxter,M12,Male,0,Size of Remains,,,,,,383748,4080553,1871,,Lion,Certain,,,,,,,Y,,,,,,,,,,82,,
29-Mar-05,20050329,28-Mar-05,20050328,,,1,20050328,2004,J_Ostergard,Wheeler Ridge,M9,Unknown,0,Size of Remains,,,,Low on Wheeler South of Levergate,,354789,4144336,1702,Consumed,Lion,Certain,Half eaten,Tracks; wounds to neck and throat,Lion and sheep closeby,,,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,85,N,
07-Mar-05,20050307,03-Mar-05,20050303,03-Mar-05,20050303,,20050303,2004,C_Schroder,Mt. Warren,S13,Male,11,,,27349,159.339,~150 m East of Gardisky Lk,,302454,4203402,3168,scavenged,unknown,,,most likely overwinter mortality or old age /malnutrition.  100% consumed,,Snow,says could have died due to winter causes or malnutrition,,,,,,,,Y,,N,Y,,,
14-Feb-05,20050214,17-Jan-05,20050117,09-Feb-05,20050209,,20050117,2004,C_Schroder,Mt. Warren,S12,Male,7,,G01TX-403-SAM_20020523,26620159.366,159.366,"South Bench below Mt. Warren ~ 11,600 ft",,305359,4206357,3554,scavenged,Unknown,,,100% consumed by scavengers,collars were chewed by coyotes; collars were laying on top of snow. Numerous scat piles (coyote) around carcass.,,,,,,,,,,Y,,N,Y,,,
20-Jan-05,20050120,19-Jan-05,20050119,,,1,20050119,2004,C_Schroder,Wheeler Ridge,S25,Female,5,,G01TX-1063-SAM_20031119,31577160.487,160.487,500-600 Meters uphill (west) of Lower weather station above Wells Meadow.,,354751,4145182,1851,Consumed,Lion,Certain,Just killed,"lion tracks all around carcass, knowledge and sight of lion on carcass, puncture wounds and hemorrhaging around neck and throat, canine punctures.  lion predation by lion #46  freshly killed, about 50% of flesh consumed.",See video footage of Ostergards analysis for more details.,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,46,N,
15-Jan-05,20050115,,,16-Dec-04,20041216,0,20041216,2004,,White Mountains,D6,Female,7,Horn Rings,c600-168_20040320,35531159.923,159.923,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
06-Oct-04,20041006,,,,,,20041006,2004,H_Johnson,Wheeler Ridge,S4,Female,10,,,51617,159.870,"Ridge between Lamb and Barff Cyn. In narrow creek bed, talus drainage",,349615,4139113,3231,Scavenged,Unknown,,,"Sheep looks like she was in a bedsite, no broken bones, no evidence of mammalian scavengers or predators.  Unknown. Not- predator related, no signs of major fall.  Except for hyde and bones carcass has been consumed by insects.",Hair is totally rubbed away on lower half of neck,Unknown not Predation,died fully intact,,,,,,,,Y,,Y,Y,,,
23-Jun-04,20040623,,,,,,20040623,2004,C_Schroder,White Mountains,D8,Female,6,,,523280,159.340,"Top of Millner canyon, under the shade of a large boulder, north aspect, surrounded by talus",,387733,4163254,3004,Consumed,Rock Fall,possible,,"Broken femur and other bones. Evidence of recent rock slide activity, looks to be caused by thunderstorm washout. Numerous large boulders around carcass site.","Femur photographed but not collected (marrow consumed by insect/beetles). Possible she died for other reasons, but the rock slide and bones suggest injury.  Last live signal 1.5-2 weeks prior to death.  100% muscle tissue consumed/scavenged",,,,,,,,,,Y,,N,Y,,,
10-May-04,20040510,,,,,,20040510,2004,C_Schroder,Silver Canyon,N2,Female,4+,,,,,Bottom of washout canyon.,,392130,4142796,2558,scavenged,Unknown,,,"Very old carcass; bones bleached and some missing.  Too old to tell much, but the surroundings indicate that it was most likely disease or predation.",,,,,,,,,,,Y,,N,N,,,
07-May-04,20040507,,,,,,20040507,2004,G_Foote,Silver Canyon,N1,Female,1-2,,,,,"Silver Cyn, under a pinyon tree in bottom of canyon, next to dry wash.",,391949,4142432,2443,Scavenged,Lion,Possible,,"Only bones and skin on carcass. Did not appear heavily scavenged.  Skull and all leg bones remained in one pile. Young animal, no cliffs or severe terrain nearby.  Possible lion kill.",,,,,,,,,,,Y,,N,Y,,,
05-May-04,20040505,05-May-04,20040505,,,,20040505,2004,T_Stephenson,Mt. Warren,S42,Male,11,,,523277,159.230,"N. side of Lee Vining Canyon, just above road in the burn.",,,,,Intact,Capture,certain,,"Animal could not walk when released after capture processing.  It was left by the side of the road until the next morning, in which time it had not moved.  Animal was euthanized.  Double hip dislocation during helicopter capture.","Ram was processed for body composition analysis.  B. Gonzales wrote up a necropsy report, detailing injuries sustained during the helicopter capture operation.",,,,,,,,,,Y,,Y,Y,,,
12-Apr-04,20040412,08-Apr-08,20040408,,,,20040408,2003,H_Johnson,White Mountains,D11,Male,10,,,15883,159.360,On ridgeline between Willow and Birch Canyons.  Carcass under pine tree at bottom of rocky slope.,,381632,4172260,2444,Consumed,Capture,possible,,"Does not appear predator caused. No evidence that carcass was buried or ripped apart. Skeleton is in bedsite under pine tree. Bones intact, do not appear broken/crushed. No predator tracks/scat.",Yellow rt ear tag #936. Ram was captured and collared approximately 3 weeks prior to mortality.  Capture related? Only bones and some skin/hair left.  All flesh had been consumed.  Skeleton intact,,,,,,,,,,Y,,Y,Y,,,
01-Apr-04,20040401,01-Apr-04,20040401,,,,20040401,2003,A_Few,Wheeler Ridge,S7,Male,6,,,,,,,,,,,Censor,,,,"censored--last seen/heard 3/1/04, censored 1/8/2010--unknown cause added by AF 12/06/2011",,,,,,,,,,,,,,,,
29-Mar-04,20040329,,,,,1,20040328,2003,J_Ostergard,Wheeler Ridge,M8,Unknown,0,Size of Remains,,,,Saddle above Soldier Canyon into Boundary Canyon,,354119,4147249,2293,Intact,Lion,Certain,Fresh kill,Lion close by; lion scat; covered; drag; teeth wounds,,,,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,66,N,
25-Mar-04,20040325,22-Mar-04,20040322,,,,20040322,2003,J_Villepique,Wheeler Ridge,M3,Male,>7,Horn Rings,,,,"Bottom of Mayfield cyn, approx 6700 ft elevation",,354315,4146750,2037,Consumed,Lion,Certain,,"Predation by GPS-collared lion, ID 66.  GPS cluster of locations, lion tracks, feeding consistant with lion.  Fresh, minimal stink, meat remains on neck, butt.",3rd strike for kitty.,,,,,,,,,,Y,,N,Y,66,,
24-Mar-04,20040324,08-Apr-03,20030408,,,,20030408,2002,J_Schmalenberger,Wheeler Ridge,M2,Unknown,0,Size of Remains,,,,"Above mill, 30 m E. of 2nd switchback, 8400 ft elevation",,349513,4136570,2563,consumed,Lion,Certain,,"Predation, GPS-collared lion ID 66.  GPS cluster of locations, 2 hairy lion scats.  Femur-tarsus of 1 leg only, hair",,,,,,,,,,,N,,Y,N,66,Y,
09-Mar-04,20040309,04-Mar-04,20040304,,,,20040304,2003,T_Stephenson,Mt. Warren,S22,Female,9,,G01TX-938-SAM_20030330,31577160.507,160.507,N. side of road at Ellery corner,,303700,4201100,2949,Scavenged,Physical Injury,certain,,"Broken neck; head and front shoulder area intact.  Skinned and found no evidence of punctures from predators.  Eviscerated and some flesh removed from hind limbs.  Injury, fall from cliffs.",Tooth collected.  Measurements to estimate snow depth when viewing live animals; front knee height = 11.5 in.; front armpit height = 23 in.; chest height = 21 in.,,,,,,,,,,Y,,Y,Y,,,
04-Feb-04,20040204,04-Feb-04,20040204,04-Feb-04,20040204,0,20040204,2003,T_Stephenson,Mt. Warren,M20,Male,5,Horn Rings,,,,Tioga Pass Road,,,,,Intact,Dog,Certain,"still alive, mortally wounded by dog from TPR staff member",owner reported attack; animal was captured as lay dying,memo describing attack and repercussions sent to Warden Diane Hermans,,,,N,,,,,,Y,,N,,,,
16-Jan-04,20040116,10-Jan-04,20040110,08-Jan-04,20040108,,20040110,2003,T_Stephenson,Sawmill Canyon,S16,Female,17,Frequency List,G01TX-574-SAM_20030121,26620159.263,159.263,,,383710,4085680,1908,Intact,Old Age,probable,,Femur marrow was red and gelatinous; very worn teeth and large tooth abcesses.  Old age/malnutrition,Processed fully for body composition analysis.,,,,,,,,,,Y,,Y,Y,,,
10-Jan-04,20040110,01-Jan-04,20040101,,,,20040101,2003,T_Stephenson,Mt. Warren,S21,Male,9,,G01TX-940-SAM_20030301,31577160.456,160.456,N. side of Lundy Canyon Rd. at base of slope in edge of forest in vicinity of campground at mouth of cyn.,,307400,4211900,2343,scavenged,Road Kill,certain,,"Report of ram hit by car on 395, carcass too scavenged to tell other potential causes of mortality.  Ultimate cause in uncertain but proximate cause linked to injury from car strike on Hwy 395.",Death likely related to lower back/pelvic injuries sustained during auto strike at end of November 2003.  Only skull and a few bones remain,,,,,,,,,,Y,,N,N,,,
31-Oct-03,20031031,22-Oct-03,20031022,,,,20031022,2003,T_Stephenson,Wheeler Ridge,M1,Male,7,Horn Rings,,,,NE of Tamarak lakes,,348566,4142685,3582,Consumed,Lion,Certain,Older kill,"GPS collar on lion (159.548, ID = 66) indicated kill by cluster of night locations.  Skeleton intact, but flesh almost completely consumed.",Unmarked ram.  Examination of bone marrow indicated marrow was pink and greasy so animal was at least in fair condition.,,,N,Y,,,,,,Y,,N,Y,66,Y,
11-Sep-03,20030911,,,,,60,20030711,2003,J_Ostergard,Wheeler Ridge,M7,Male,3,Horn Rings,,,,Rough rock slide area in Soldier Canyon- high up,,354517,4145560,1934,Consumed,Lion,Certain,Old kill found by dog,GPS cluster,"Old kill site, just a few bones left",,,Y,Y,,,,,,Y,,N,Y,44,Y,
10-Sep-03,20030910,,,,,0,20030910,2003,J_Ostergard,Wheeler Ridge,M6,Male,10,Horn Rings,,,,In dry creek bed; Levergate,,353407,4144295,2206,Consumed,Lion,Probable,Bone pile,GPS cluster,Just a few bones and head is all that is left,,,,Y,,,,,,,,,,44,Y,
27-Aug-03,20030827,,,,,20,20030807,2003,J_Ostergard,Wheeler Ridge,M5,Male,12,Horn Rings,,,,Under White Pine- inside forested area,,351517,4141890,3134,Consumed,Lion,Certain,Rotten due to hot weather,,Dog found this kill. About 100 yds of ram collar 159.400 also dead. Collared ram heard on mort on 20030825.  Lion cluster in area 0n 16th-21st. 2 rams found here.  UTM from cluster.,,,Y,Y,,Y,Y,Y,,Y,,Y,Y,44,N,
27-Aug-03,20030827,24-Aug-03,20030824,25-Aug-03,20030825,20,20030824,2003,J_Ostergard,Wheeler Ridge,S10,Male,4,Horn Rings,G01TX-402-SAM_20040503,26620159.398,159.398,"Over 10,000 ft on Wheeler: Huarte Creek",,351517,4141890,3134,Consumed,Lion,Certain,Pretty hot days- rotten,Lion 159.718 (ID# = 44)  was located at bighorn sheep kill,,,,Y,Y,,Y,Y,Y,,Y,,Y,Y,44,Y,
25-Jul-03,20030725,01-Jul-03,20030701,,,,20030701,2003,J_Villepique,White Mountains,D2,Male,3,,,26475,159.375,"Found in stream in mouth of Pellisien canyon, White Mountains",,,,,scavenged,Capture,possible,,"Apparently died shortly after we handled and moved him from Highway 6.  Unknown, perhaps capture related",Collected 1 horn sheath,,,,,,,,,,N,,N,N,,,
09-Jun-03,20030609,01-Jun-03,20030601,09-Jun-03,20030609,8,20030601,2003,D_Jensen,Wheeler Ridge,M145,Unknown,0,,,,,"2750 m elevation in a remote canyon on Wheeler Crest, east of Mayfield canyon",,353310,4146770,2758,Intact,Rock Fall,Certain,under rock with ewe,"S11 and lamb were struck and pinned by very large rock, large tree trunk shattered by rockfall.","S11 assumed mother was killed with lamb, pinned under rock. Lamb mort added later (CM, 7/14/17).",,,,,,,,,,,,,,,,
09-Jun-03,20030609,01-Jun-03,20030601,09-Jun-03,20030609,,20030601,2003,D_Jensen,Wheeler Ridge,S11,Female,6,,,26620159.274,159.274,"2750 m elevation in a remote canyon on Wheeler Crest, east of Mayfield canyon.",,353310,4146770,2758,Intact,Rock Fall,Certain,,"Ewe was struck and pinned by very large rock, large tree trunk shattered by rockfall, lamb with ewe was also crushed by rockfall.",Detailed report and photos in hard copy data. Necropsy report of lamb from Wildlife Investigations Lab indicates that mortaility was caused by a fall.,,,,,,,,,,N,,N,N,,,
11-May-02,20020511,,,,,4,20020507,2002,J_Villepique,Wheeler Ridge,M18,Unknown,0,Size of Remains,,,,Huarte Canyon 3/4 way up in talus,,351000,4141000,2829,Intact,Rock Fall,Certain,Head wedged down between 2 boulders,Neck acutely luxated,Jeff carried the lamb down for an autopsy,,,N,N,Y,N,N,N,,Y,,Y,Y,,,
03-Apr-01,20010403,03-Mar-01,20010303,,,14,20010303,2000,D_German,Mt. Williamson,M14,Female,5,Teeth,,,,Confluence of Williamson Ck and Shephard Ck in willows at base of cliff,,384900,4063150,2184,Scavenged,Rock Fall,Probable,Looked like bobcat had been eating on carcass,Large rock slide that appears to have killed ewe,,,,N,Y,,,,,,N,,N,Y,,,
03-Apr-01,20010403,03-Mar-00,20000303,,,365,20000303,1999,D_German,Mt. Williamson,M15,Male,6,Horn Rings,,,,Just below confluence of Williamson Ck and Shephard Ck near base of winter range/creek.,,387900,4063150,,Consumed,Rock Fall,Possible,Just skeleton left,Same location as ewe found that was recent- assume same cause,Found because of recent dead ewe,,,N,Y,,,,,,,,,,,,
12-Mar-01,20010312,12-Mar-01,20010312,,,0,20010312,2000,,Wheeler Ridge,S6,Male,2,Teeth,,,,DOA at Capture,,354236,4143764,1977,Intact,Capture,Certain,,DOA Capture,DOA Capture,,,,,,,,,,,,,,,,
09-Nov-99,19991109,,,,,300,19981209,1998,J_Davis,Mt. Langley,M75,Male,4,Horn Rings,,,,North Lubkin co. winter range,,397781,4043594,1868,Consumed,Lion,Certain,"Consumed by lion; buried under tree, large canine holes in skull and should blade.  Ribs clipped off near back bone.","Large bones eaten, large caine holes in skull and shoulder blade; ribs clipped off near backbone, burried under pinion tree, hairpile","No lions were collared when this was found (in this area).  In 2000, 2 male lions used Langley; 1 from the North L4B; 1 from the south L81.  L48 used the SNBS winter range at Langley, Williamson, Sawmill, and Baxter.  L48 was removed 2/2001.",,,Y,Y,N,N,N,N,,Y,,,Y,,,
01-Dec-95,19951201,,,,,,19951201,1995,,Wheeler Ridge,M70,Male,13,Horn Rings,,,,southeast base of Wheeler Ridge,,353500,4150500,2670,,Lion,Probable,,"see Monitoring report from 1995 for description, Wehausen & Chang 1995, pg. 5",UTMs estimated from description,,,,N,,,,,,,,,,,,
17-Feb-95,19950217,,,,,0,19950217,1994,,Mt. Warren,S1010,Female,4,,,5381,159.424,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-95,19950217,,,,,0,19950217,1994,,Mt. Warren,S1011,Female,4,,,5380,159.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-95,19950215,,,,,,19950215,1994,,Wheeler Ridge,M64,Unknown,0,Horn Rings,,,,long narrow canyon that rises above Sheelite in Pine Creek Canyon,,350400,4139400,2649,,Avalanche,Certain,,"see Monitoring report from 1995 for description, Wehausen & Chang 1995, pg. 4",UTMs estimated from description,,,,,,,,,,,,,,,,
15-Feb-95,19950215,,,,,,19950215,1994,,Wheeler Ridge,M58,Female,1,Horn Rings,,,,long narrow canyon that rises above Sheelite in Pine Creek Canyon,,350400,4139400,2649,,Avalanche,Certain,,"see Monitoring report from 1995 for description, Wehausen & Chang 1995, pg. 4",UTMs estimated from description,,,,,,,,,,,,,,,,
15-Feb-95,19950215,,,,,,19950215,1994,,Wheeler Ridge,M59,Female,3,Horn Rings,,,,long narrow canyon that rises above Sheelite in Pine Creek Canyon,,350400,4139400,2649,,Avalanche,Certain,,"see Monitoring report from 1995 for description, Wehausen & Chang 1995, pg. 4",UTMs estimated from description,,,,,,,,,,,,,,,,
15-Feb-95,19950215,,,,,,19950215,1994,,Wheeler Ridge,M60,Female,4,Horn Rings,,,,long narrow canyon that rises above Sheelite in Pine Creek Canyon,,350400,4139400,2649,,Avalanche,Certain,,"see Monitoring report from 1995 for description, Wehausen & Chang 1995, pg. 4",UTMs estimated from description,,,,,,,,,,,,,,,,
15-Feb-95,19950215,,,,,,19950215,1994,,Wheeler Ridge,M61,Female,6,Horn Rings,,,,long narrow canyon that rises above Sheelite in Pine Creek Canyon,,350400,4139400,2649,,Avalanche,Certain,,"see Monitoring report from 1995 for description, Wehausen & Chang 1995, pg. 4",UTMs estimated from description,,,,,,,,,,,,,,,,
